"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","condition","correct_response","correct","Image","LeftLable","RightLable","shape","association","screen_id"
"","","","","","html-keyboard-response","83","117062","0.0-11.0-0.0-0.0-0.0-1.4","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","84","118846","0.0-11.0-0.0-0.0-0.0-0.5","681","","arrowright","","","","","","","","","","","","","key","arrowright","4.1665105386417","853.3333333333334","476","classify_self","arrowleft","false","../../test_img/19.png","其他","自我","朋友","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","85","119148","0.0-11.0-0.0-0.0-0.0-1.5","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","86","120800","0.0-11.0-0.0-0.0-0.0-0.6","548","","arrowleft","","","","","","","","","","","","","key","arrowleft","4.165989847715721","853.3333333333334","476","classify_self","arrowleft","true","../../test_img/25.png","其他","自我","生人","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","87","121116","0.0-11.0-0.0-0.0-0.0-1.6","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","88","122797","0.0-11.0-0.0-0.0-0.0-0.7","579","","arrowright","","","","","","","","","","","","","key","arrowright","4.165920398009943","853.3333333333334","476","classify_self","arrowright","true","../../test_img/19.png","自我","其他","朋友","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","89","123108","0.0-11.0-0.0-0.0-0.0-1.7","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","90","124847","0.0-11.0-0.0-0.0-0.0-0.8","637","","arrowright","","","","","","","","","","","","","key","arrowright","4.166586538461511","853.3333333333334","476","classify_self","arrowright","true","../../test_img/12.png","其他","自我","自我","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","91","125161","0.0-11.0-0.0-0.0-0.0-1.8","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","92","126832","0.0-11.0-0.0-0.0-0.0-0.9","568","","arrowleft","","","","","","","","","","","","","key","arrowleft","4.165999999999985","853.3333333333334","476","classify_self","arrowleft","true","../../test_img/12.png","自我","其他","自我","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","93","127137","0.0-11.0-0.0-0.0-0.0-1.9","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","94","128993","0.0-11.0-0.0-0.0-0.0-0.10","754","","arrowright","","","","","","","","","","","","","key","arrowright","4.166216216216223","853.3333333333334","476","classify_self","arrowleft","false","../../test_img/19.png","其他","自我","朋友","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","95","129294","0.0-11.0-0.0-0.0-0.0-1.10","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","96","130970","0.0-11.0-0.0-0.0-0.0-0.11","573","","arrowright","","","","","","","","","","","","","key","arrowright","4.165835411471321","853.3333333333334","476","classify_self","arrowright","true","../../test_img/25.png","自我","其他","生人","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","97","131282","0.0-11.0-0.0-0.0-0.0-1.11","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","98","133049","0.0-11.0-0.0-0.0-0.0-0.12","665","","arrowright","","","","","","","","","","","","","key","arrowright","4.166193853427869","853.3333333333334","476","classify_self","arrowright","true","../../test_img/19.png","自我","其他","朋友","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","99","133361","0.0-11.0-0.0-0.0-0.0-1.12","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","100","134995","0.0-11.0-0.0-0.0-0.0-0.13","532","","arrowleft","","","","","","","","","","","","","key","arrowleft","4.166240409207161","853.3333333333334","476","classify_self","arrowleft","true","../../test_img/12.png","自我","其他","自我","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","101","135307","0.0-11.0-0.0-0.0-0.0-1.13","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","102","136908","0.0-11.0-0.0-0.0-0.0-0.14","499","","arrowright","","","","","","","","","","","","","key","arrowright","4.166579634464721","853.3333333333334","476","classify_self","arrowright","true","../../test_img/25.png","自我","其他","生人","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","103","137213","0.0-11.0-0.0-0.0-0.0-1.14","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","104","138943","0.0-11.0-0.0-0.0-0.0-0.15","629","","arrowright","","","","","","","","","","","","","key","arrowright","4.166183574879199","853.3333333333334","476","classify_self","arrowright","true","../../test_img/12.png","其他","自我","自我","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","105","139247","0.0-11.0-0.0-0.0-0.0-1.15","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","106","140881","0.0-11.0-0.0-0.0-0.0-0.16","531","","arrowleft","","","","","","","","","","","","","key","arrowleft","4.166240409207161","853.3333333333334","476","classify_self","arrowleft","true","../../test_img/25.png","其他","自我","生人","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","107","141188","0.0-11.0-0.0-0.0-0.0-1.16","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","108","143155","0.0-11.0-0.0-0.0-0.0-0.17","864","","arrowleft","","","","","","","","","","","","","key","arrowleft","4.165817409766467","853.3333333333334","476","classify_self","arrowleft","true","../../test_img/19.png","其他","自我","朋友","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","109","143457","0.0-11.0-0.0-0.0-0.0-1.17","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","110","145077","0.0-11.0-0.0-0.0-0.0-0.18","520","","arrowright","","","","","","","","","","","","","key","arrowright","4.163307493540081","853.3333333333334","476","classify_self","arrowleft","false","../../test_img/12.png","自我","其他","自我","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
"","","","","","html-keyboard-response","111","145383","0.0-11.0-0.0-0.0-0.0-1.18","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test"
"","","","","","psychophysics","112","147027","0.0-11.0-0.0-0.0-0.0-0.19","541","","arrowright","","","","","","","","","","","","","key","arrowright","4.165903307888071","853.3333333333334","476","classify_self","arrowright","true","../../test_img/25.png","自我","其他","生人","[""<img src=\""../../test_img/12.png\"" width=150 style=\""vertical-align:middle\"">---自我"",""<img src=\""../../test_img/25.png\"" width=150 style=\""vertical-align:middle\"">---生人"",""<img src=\""../../test_img/19.png\"" width=150 style=\""vertical-align:middle\"">---朋友""]",""
